Section,Row,Index
0100,"COMPLIANCE WITH THE RETENTION REQUIREMENT?

Institutions shall report the following abbreviations:
Y	-	Yes;
N	-	No.

This column shall not be reported where code ‘E’ (exempted) is reported under column 0080 (Type of retention applied).",819
0120-0130,"NON ABCP PROGRAMMES

Because of the special character of ABCP programmes resulting from the fact that they comprise several single securitisation positions, ABCP programmes (as defined in Article 242(11) CRR) shall be exempted from reporting in columns 0120, 0121 and 0130.",820
0120,"ORIGINATION DATE (yyyy-mm-dd)

The month and year of the origination date (i.e. cut-off or closing date of the pool) of the securitisation shall be reported in the following format: ‘mm/yyyy’.

For each securitisation scheme, the origination date cannot change between reporting dates. In the particular case of securitisation schemes backed by open pools, the origination date shall be the date of the first issuance of securities. 

This piece of information shall be reported even where the reporting entity does not hold any positions in the securitisation.",821
0121,"DATE OF LATEST ISSUANCE (yyyy-mm-dd)

The month and year of the date of the latest issuance of securities in the securitisation shall be reported in the following format: ‘yyyy-mm-dd’.

Regulation (EU) 2017/2402 only applies to securitisations the securities of which are issued on or after 1 January 2019. The date of the latest issuance of securities determines whether each securitisation scheme falls under the scope of Regulation (EU) 2017/2402.

This information shall be reported even where the reporting entity does not hold any positions in the securitisation.",822
0130,"TOTAL AMOUNT OF SECURITISED EXPOSURES AT ORIGINATION DATE

This column gathers the amount (calculated on the basis of original exposures pre-conversion factors) of the securitised portfolio at the origination date. 

For securitisation schemes backed by open pools, the amount referring to the origination date of the first issuance of securities shall be reported. For traditional securitisations, no other assets of the securitisation pool shall be included. For multi-seller securitisation schemes (i.e. with more than one originator), only the amount corresponding to the reporting entity’s contribution in the securitised portfolio shall be reported. For securitisations of liabilities, only the amounts issued by the reporting entity shall be reported.

This information shall be reported even where the reporting entity does not hold any positions in the securitisation.",823
0140-0225,"SECURITISED EXPOSURES

Columns 0140 to 0225 request information on several features of the securitised portfolio by the reporting entity.",824
0140,"TOTAL AMOUNT

Institutions shall report the value of the securitised portfolio at reporting date, i.e. the outstanding amount of the securitised exposures. In the case of traditional securitisations, no other assets of the securitisation pool shall be included. In the case of multi-seller securitisation schemes (i.e. with more than one originator), only the amount corresponding to the reporting entity’s contribution in the securitised portfolio shall be reported. In the case of securitisation schemes backed by closed pools (i.e. the portfolio of securitised assets cannot be enlarged after the origination date), the amount will progressively be reduced.

This information shall be reported even where the reporting entity does not hold any positions in the securitisation.",825
0150,"INSTITUTION'S SHARE (%)

Institution’s share (percentage with two decimals) at reporting date in the securitised portfolio. The figure to be reported in this column is, by default, 100%, except for multi-seller securitisation schemes. In that case, the reporting entity shall report its current contribution to the securitised portfolio (equivalent to column 0140 in relative terms).

This information shall be reported even where the reporting entity does not hold any positions in the securitisation.",826
0160,"TYPE

This column gathers information on the type of assets (‘Residential mortgages’ to ‘Other wholesale exposures’) or liabilities (‘Covered bonds’ and ‘Other liabilities’) of the securitised portfolio. The institution shall report one of the following options, considering the highest EAD:

Retail:
Residential mortgages; 
Credit card receivables; 
Consumer loans;
Loans to SMEs (treated as retail);
Other retail exposures.

Wholesale:
Commercial mortgages; 
Leasing; 
Loans to corporates;
Loans to SMEs (treated as corporates); 
Trade receivables;
Other wholesale exposures. 

Liabilites:
Covered bonds;
Other liabilities.

Where the pool of securitised exposures is a mix of the types listed above, the institution shall indicate the most important type. In case of re-securitisations, the institution shall refer to the ultimate underlying pool of assets. Type ‘Other liabilities’ includes treasury bonds and credit linked notes.

For securitisation schemes backed by closed pools the type cannot change between reporting dates.",827
0171,"% OF IRB IN APPROACH APPLIED

This column gathers information on the approach(es) that at the reporting date the institution would apply to the securitised exposures.

Institutions shall report the percentage of the securitised exposures, measured by exposure value, to which the Internal Ratings Based Approach applies at the reporting date. 

This information shall be reported even where the reporting entity does not hold any positions in the securitisation. This column shall, however, not apply to securitisations of liabilities.",828
0180,"NUMBER OF EXPOSURES

Article 259(4) CRR

This column shall be compulsory for those institutions using the SEC-IRBA approach to the securitisation positions (and, therefore, reporting more than 95% in column 171). The institution shall report the effective number of exposures.

This column shall not be reported in case of a securitisation of liabilities or where the own funds requirements are based on the securitised exposures (in case of a securitisation of assets). This column shall not be reported where the reporting institution does not hold any positions in the securitisation. This column shall not be reported by investors.",829
0181,"EXPOSURES IN DEFAULT ‘W’ (%)

Article 261(2) CRR

Even where the institution is not applying the SEC-SA approach to the securitisation positions, the institution shall report the ‘W’ factor (relating to the underlying exposures in default) which is to be calculated as indicated in Article 261(2) CRR.",830
0190,"COUNTRY

Institutions shall report the code (ISO 3166-1 alpha-2) of the country of origin of the ultimate underlying of the transaction, i.e. the country of the immediate obligor of the original securitised exposures (look through). Where the pool of the securitisation consists of different countries, the institution shall indicate the most important country. Where no country exceeds a 20 % threshold based on the amount of assets/liabilities, then ‘other countries’ shall be reported.",831
0201,"LGD (%) 

The exposure-weighted average loss-given-default (LGD) shall only be reported by those institutions applying the SEC-IRBA (and, therefore, reporting 95% or more in column 0170). The LGD is to be calculated as indicated in Article 259(5) CRR. 
This column shall not be reported in case of a securitisation of liabilities or where the own funds requirements are based on the securitised exposures (in case of a securitisation of assets).",832
0202,"EL (%)

The exposure-weighted average expected loss (EL) of the securitised assets shall only be reported by those institutions applying the SEC-IRBA (and, therefore, reporting 95% or more in column 0171). In the case of SA securitised assets, the EL reported shall be the specific credit risk adjustments as referred to in Article 111 CRR. The EL shall be calculated as indicated in Section 3, Chapter 3 of Title II, Part Three CRR. This column shall not be reported in case of securitisation of liabilities or where the own funds requirements are based on the securitised exposures (in case of a securitisation of assets).",833
0203,"UL (%)

The exposure-weighted average unexpected loss (UL) of the securitised assets shall only be reported by those institutions applying the SEC-IRBA (and, therefore, reporting 95% or more in column 0170). The UL of assets equals the risk-weighted exposure amount (RWEA) times 8%. RWEA shall be calculated as indicated in Section 2, Chapter 3 of Title II, Part Three CRR. This column shall not be reported in case of securitisation of liabilities or where the own funds requirements are based on the securitised exposures (in the case of a securitisation of assets).",834
